# CDC channels
# N ring straw roc slot channel
3224 27 120 28  9 66
3225 27 121 28  9 62
3226 27 122 28  9 58
3227 27 123 28  9 54
3228 27 124 28  9 53
3229 27 125 28  9 49
3230 27 126 28 10 71
3231 27 127 28 10 68
3232 27 128 28 10 64
3233 27 129 28 10 63
3234 27 130 28 10 58
3235 27 131 28 10 54
3236 27 132 28 10 55
3237 27 133 28 10 51
3238 27 134 28 13 71
3239 27 135 28 13 67
3240 27 136 28 13 66
3241 27 137 28 13 62
3242 27 138 28 13 59
3243 27 139 28 13 56
3244 27 140 28 13 54
3245 27 141 28 13 49
3246 27 142 28 14 71
3247 27 143 28 14 68
3248 27 144 28 14 64
3249 27 145 28 14 63
3250 27 146 28 14 58
3251 27 147 28 14 54
3252 27 148 28 14 55
3253 27 149 28 14 51
3254 27 150 28 17 71
3255 27 151 28 17 67
3256 27 152 28 17 66
3257 27 153 28 17 62
3258 27 154 28 17 58
3259 27 155 28 17 54
3260 27 156 28 17 53
3261 27 157 28 17 51
3262 27 158 26 16 71
3263 27 159 26 16 68
3264 27 160 26 16 64
3265 27 161 26 16 63
3266 27 162 26 16 58
3267 27 163 26 16 54
3268 27 164 26 16 55
3269 27 165 26 16 51
3270 27 166 26 15 71
3271 27 167 26 15 67
3272 27 168 26 15 66
3273 27 169 26 15 62
3274 27 170 26 15 58
3275 27 171 26 15 54
3276 27 172 26 15 53
3277 27 173 26 15 49
3278 27 174 26 10 71
3279 27 175 26 10 68
3280 27 176 26 10 64
3281 27 177 26 10 63
3282 27 178 26 10 58
3283 27 179 26 10 54
3284 27 180 26 10 53
3285 27 181 26 10 51
3286 27 182 26  8 71
3287 27 183 26  8 68
3288 27 184 26  8 65
3289 27 185 26  8 62
3290 27 186 26  8 58
3291 27 187 26  8 57
3292 27 188 26  8 54
3293 27 189 26  8 51
3294 27 190 26  8 49
3295 27 191 26  6 69
3296 27 192 26  6 66
3297 27 193 26  6 62
3298 27 194 26  6 58
3299 27 195 26  6 54
3300 27 196 26  6 51
3301 27 197 26  6 49
3302 27 198 26  4 47
3303 27 199 26  4 44
3304 27 200 26  4 40
3305 27 201 26  4 39
3306 27 202 26  4 34
3307 27 203 26  4 33
3308 27 204 26  4 30
3309 27 205 26  4 27
3310 27 206 25  5 71
3311 27 207 25  5 69
3312 27 208 25  5 66
3313 27 209 25  5 62
3314 28   1 25  5 56
3315 28   2 25  5 52
3316 28   3 25  5 50
3317 28   4 25  5 48
3318 28   5 25  7 70
3319 28   6 25  7 66
3320 28   7 25  7 64
3321 28   8 25  7 60
3322 28   9 25  7 56
3323 28  10 25  7 52
3324 28  11 25  7 50
3325 28  12 25  7 48
3326 28  13 25 10 70
3327 28  14 25 10 68
3328 28  15 25 10 64
3329 28  16 25 10 60
3330 28  17 25 10 56
3331 28  18 25 10 52
3332 28  19 25 10 50
3333 28  20 25 10 48
3334 28  21 25 13 70
3335 28  22 25 13 66
3336 28  23 25 13 62
3337 28  24 25 13 60
3338 28  25 25 13 56
3339 28  26 25 13 52
3340 28  27 25 13 50
3341 28  28 25 13 48
3342 28  29 25 14 70
3343 28  30 25 14 68
3344 28  31 25 14 64
3345 28  32 25 14 60
3346 28  33 25 14 56
3347 28  34 25 14 52
3348 28  35 25 14 50
3349 28  36 25 14 48
3350 28  37 25 16 70
3351 28  38 25 16 66
3352 28  39 25 16 62
3353 28  40 25 16 60
3354 28  41 25 16 56
3355 28  42 25 16 52
3356 28  43 25 16 50
3357 28  44 25 16 48
3358 28  45 25 17 70
3359 28  46 25 17 66
3360 28  47 25 17 64
3361 28  48 25 17 60
3362 28  49 25 17 56
3363 28  50 25 17 52
3364 28  51 25 17 50
3365 28  52 25 17 48
3366 28  53 27 16 70
3367 28  54 27 16 66
3368 28  55 27 16 62
3369 28  56 27 16 60
3370 28  57 27 16 56
3371 28  58 27 16 52
3372 28  59 27 16 50
3373 28  60 27 16 48
3374 28  61 27 13 70
3375 28  62 27 13 66
3376 28  63 27 13 64
3377 28  64 27 13 60
3378 28  65 27 13 56
3379 28  66 27 13 52
3380 28  67 27 13 50
3381 28  68 27 13 48
3382 28  69 27  9 70
3383 28  70 27  9 68
3384 28  71 27  9 64
3385 28  72 27  9 60
3386 28  73 27  9 58
3387 28  74 27  9 52
3388 28  75 27  9 50
3389 28  76 27  9 48
3390 28  77 27  7 70
3391 28  78 27  7 68
3392 28  79 27  7 64
3393 28  80 27  7 60
3394 28  81 27  7 58
3395 28  82 27  7 56
3396 28  83 27  7 52
3397 28  84 27  7 48
3398 28  85 27  6 70
3399 28  86 27  6 68
3400 28  87 27  6 66
3401 28  88 27  6 62
3402 28  89 27  6 58
3403 28  90 27  6 56
3404 28  91 27  6 52
3405 28  92 27  6 50
3406 28  93 27  5 70
3407 28  94 27  5 68
3408 28  95 27  5 66
3409 28  96 27  5 62
3410 28  97 27  5 60
3411 28  98 27  5 56
3412 28  99 27  5 52
3413 28 100 27  5 50
3414 28 101 27  5 48
3415 28 102 28  5 70
3416 28 103 28  5 66
3417 28 104 28  5 62
3418 28 105 28  5 60
3419 28 106 28  5 56
3420 28 107 28  5 52
3421 28 108 28  5 50
3422 28 109 28  5 48
3423 28 110 28  7 70
3424 28 111 28  7 66
3425 28 112 28  7 62
3426 28 113 28  7 60
3427 28 114 28  7 56
3428 28 115 28  7 52
3429 28 116 28  7 50
3430 28 117 28  7 48
3431 28 118 28  9 70
3432 28 119 28  9 68
3433 28 120 28  9 64
3434 28 121 28  9 60
3435 28 122 28  9 56
3436 28 123 28  9 52
3437 28 124 28  9 50
3438 28 125 28  9 48
3439 28 126 28 10 70
3440 28 127 28 10 66
3441 28 128 28 10 62
3442 28 129 28 10 60
3443 28 130 28 10 56
3444 28 131 28 10 52
3445 28 132 28 10 50
3446 28 133 28 10 48
3447 28 134 28 13 70
3448 28 135 28 13 68
3449 28 136 28 13 64
3450 28 137 28 13 60
3451 28 138 28 13 58
3452 28 139 28 13 52
3453 28 140 28 13 50
3454 28 141 28 13 48
3455 28 142 28 14 70
3456 28 143 28 14 66
3457 28 144 28 14 62
3458 28 145 28 14 60
3459 28 146 28 14 56
3460 28 147 28 14 52
3461 28 148 28 14 50
3462 28 149 28 14 48
3463 28 150 28 17 70
3464 28 151 28 17 68
3465 28 152 28 17 64
3466 28 153 28 17 60
3467 28 154 28 17 56
3468 28 155 28 17 52
3469 28 156 28 17 50
3470 28 157 28 17 48
3471 28 158 26 16 70
3472 28 159 26 16 66
3473 28 160 26 16 62
3474 28 161 26 16 60
3475 28 162 26 16 56
3476 28 163 26 16 52
3477 28 164 26 16 50
3478 28 165 26 16 48
3479 28 166 26 15 70
3480 28 167 26 15 68
3481 28 168 26 15 64
3482 28 169 26 15 60
3483 28 170 26 15 56
3484 28 171 26 15 52
3485 28 172 26 15 50
3486 28 173 26 15 48
3487 28 174 26 10 70
3488 28 175 26 10 66
3489 28 176 26 10 62
3490 28 177 26 10 60
3491 28 178 26 10 56
3492 28 179 26 10 52
3493 28 180 26 10 50
3494 28 181 26 10 48
3495 28 182 26  8 70
3496 28 183 26  8 66
3497 28 184 26  8 64
3498 28 185 26  8 60
3499 28 186 26  8 56
3500 28 187 26  8 52
3501 28 188 26  8 50
3502 28 189 26  8 48
3503 28 190 26  6 70
3504 28 191 26  6 68
3505 28 192 26  6 64
3506 28 193 26  6 60
3507 28 194 26  6 56
3508 28 195 26  6 52
3509 28 196 26  6 50
3510 28 197 26  6 48
3511 28 198 26  4 46
3512 28 199 26  4 42
3513 28 200 26  4 38
3514 28 201 26  4 36
3515 28 202 26  4 32
3516 28 203 26  4 28
3517 28 204 26  4 26
3518 28 205 26  4 24
3519 28 206 25  5 70
3520 28 207 25  5 68
3521 28 208 25  5 64
3522 28 209 25  5 60
